Incident Type,Council District,Mental Health Flag,Priority Level,Response Datetime,Response Year,Response Month,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Number of Units Arrived,Unit Time on Scene,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2020-07-12T22:45:06Z,2020,Jul,Sun,22,2020-07-12T22:51:00Z,2020-07-12T23:26:16Z,Ida,Prowler Hs,Suspicious Things,4,6164,383,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 0,2014-07-11T10:10:13Z,2014,Jul,Fri,10,2014-07-11T10:20:06Z,2014-07-11T14:33:31Z,David,Missing Hs,Missing Persons/Kidnapping,11,37702,614,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2023-01-04T11:36:41Z,2023,Jan,Wed,11,2023-01-04T11:49:23Z,2023-01-04T13:56:03Z,Edward,Disturbance Other,Disturbance,3,15010,848,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2020-01-01T17:49:23Z,2020,Jan,Wed,17,2020-01-01T17:58:00Z,2020-01-01T22:26:40Z,Edward,Disturbance Other,Disturbance,2,26859,557,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-01-17T21:36:41Z,2014,Jan,Fri,21,2014-01-17T21:49:24Z,2014-01-17T22:18:42Z,Edward,Disturbance Other,Disturbance,2,2865,877,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2024-03-18T10:07:48Z,2024,Mar,Mon,10,2024-03-18T10:15:24Z,2024-03-18T10:44:42Z,Edward,Alarm Burglar,Alarms,2,2047,473,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 0,2023-01-07T19:21:55Z,2023,Jan,Sat,19,2023-01-07T19:25:25Z,2023-01-07T20:48:44Z,Adam,Crash Urgent,Crashes,3,6687,209,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2019-02-04T03:49:44Z,2019,Feb,Mon,3,2019-02-04T03:53:12Z,2019-02-04T05:19:51Z,Edward,Theft,Theft,4,11611,255,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 1,2016-10-04T19:59:59Z,2016,Oct,Tue,19,2016-10-04T20:16:19Z,2016-10-04T22:04:55Z,Adam,Check Welfare Urgent,Welfare Check,2,8312,1011,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2019-03-01T07:57:02Z,2019,Mar,Fri,7,2019-03-01T08:05:42Z,2019-03-01T08:14:32Z,Frank,Suspicious Person,Suspicious Things,2,576,573,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2014-06-29T21:34:43Z,2014,Jun,Sun,21,2014-06-29T21:46:01Z,2014-06-29T22:35:26Z,Henry,Disturbance Other,Disturbance,1,2965,740,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2016-02-29T06:51:35Z,2016,Feb,Mon,6,2016-02-29T07:00:32Z,2016-02-29T08:44:52Z,David,Crash Urgent,Crashes,1,6249,610,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2014-12-20T19:07:16Z,2014,Dec,Sat,19,2014-12-20T19:13:01Z,2014-12-20T22:21:58Z,Ida,Trespass Urgent,Trespassing,2,13552,425,0,0,0
Dispatched Incident,1,Mental Health Incident,Priority 1,2022-02-23T22:33:37Z,2022,Feb,Wed,22,2022-02-23T22:38:14Z,2022-02-24T00:08:20Z,Ida,Check Welfare Urgent,Welfare Check,4,14299,352,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2016-10-22T22:48:12Z,2016,Oct,Sat,22,2016-10-22T22:57:20Z,2016-10-22T23:13:40Z,George,Traffic Hazard,Traffic Stop/Hazard,1,980,676,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2023-04-07T16:39:03Z,2023,Apr,Fri,16,2023-04-07T16:47:35Z,2023-04-07T18:00:10Z,George,Doc / C.o. Violation,Disorderly Conduct,1,4355,573,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-07-02T08:17:46Z,2014,Jul,Wed,8,2014-07-02T08:28:30Z,2014-07-02T08:37:15Z,Charlie,Traffic Hazard,Traffic Stop/Hazard,1,525,767,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2018-10-16T13:17:49Z,2018,Oct,Tue,13,2018-10-16T13:24:48Z,2018-10-16T14:03:01Z,Airport,Assist Non Emergency,Assistance,2,2701,419,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2021-09-30T05:17:42Z,2021,Sep,Thu,5,2021-09-30T05:50:33Z,2021-09-30T06:47:30Z,George,Alarm Burglar,Alarms,2,5689,1985,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2023-11-21T12:01:47Z,2023,Nov,Tue,12,2023-11-21T12:51:01Z,2023-11-21T15:51:19Z,Edward,Robbery Service,Robbery,2,15181,3255,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 1,2021-11-21T22:24:12Z,2021,Nov,Sun,22,2021-11-21T22:39:12Z,2021-11-22T00:22:20Z,Airport,Airport Assist,Assistance,2,7660,900,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2020-07-15T13:21:44Z,2020,Jul,Wed,13,2020-07-15T13:55:09Z,2020-07-15T13:56:28Z,Edward,Disturbance Service,Disturbance,1,79,2027,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2018-04-19T10:52:29Z,2018,Apr,Thu,10,2018-04-19T10:52:29Z,2018-04-19T13:11:50Z,Ida,Community Police,Administrative,1,8361,0,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2019-12-09T04:03:20Z,2019,Dec,Mon,4,2019-12-09T04:14:05Z,2019-12-09T06:02:52Z,Edward,Burglary Vehicle,Theft,2,7809,679,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 2,2016-01-23T20:31:41Z,2016,Jan,Sat,20,2016-01-23T20:54:05Z,2016-01-23T21:05:57Z,Adam,Suspicious Person,Suspicious Things,1,712,1419,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2019-10-25T23:04:34Z,2019,Oct,Fri,23,2019-10-25T23:06:22Z,2019-10-25T23:26:07Z,George,Disturbance Vehicle Urgent,Disturbance,2,1413,167,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-01-06T13:18:59Z,2014,Jan,Mon,13,2014-01-06T13:30:03Z,2014-01-06T13:36:25Z,Charlie,Alarm Burglar,Alarms,1,382,671,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 0,2016-08-26T01:23:36Z,2016,Aug,Fri,1,2016-08-26T01:27:19Z,2016-08-26T01:34:03Z,Adam,Burglary Urgent,Burglary,2,764,232,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2014-04-11T22:22:48Z,2014,Apr,Fri,22,2014-04-11T22:42:32Z,2014-04-11T23:10:51Z,Edward,Animal Service,Animal Related,2,3081,1201,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2019-10-12T14:19:24Z,2019,Oct,Sat,14,2019-10-12T14:39:52Z,2019-10-12T15:30:21Z,Henry,Animal Service,Animal Related,1,3029,1333,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2017-06-18T01:50:55Z,2017,Jun,Sun,1,2017-06-18T01:53:44Z,2017-06-18T02:18:47Z,George,Crash Hs,Crashes,4,4467,191,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2015-10-29T06:38:15Z,2015,Oct,Thu,6,2015-10-29T07:53:43Z,2015-10-29T08:22:18Z,Frank,Trespass Urgent,Trespassing,2,3276,4545,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2023-04-03T23:17:35Z,2023,Apr,Mon,23,2023-04-03T23:30:27Z,2023-04-03T23:58:49Z,George,Trespass Urgent,Trespassing,1,1702,801,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 1,2018-02-24T07:58:56Z,2018,Feb,Sat,7,2018-02-24T08:12:20Z,2018-02-24T12:14:19Z,Adam,Nature Unknown Urgent,Other,4,10658,1001,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 0,2017-03-17T12:35:23Z,2017,Mar,Fri,12,2017-03-17T12:46:19Z,2017-03-17T14:23:04Z,Frank,Crash Hs,Crashes,2,8760,706,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2017-04-07T19:14:06Z,2017,Apr,Fri,19,2017-04-07T19:15:19Z,2017-04-07T19:54:41Z,George,Check Welfare Urgent,Welfare Check,4,8035,88,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-06-29T10:54:56Z,2014,Jun,Sun,10,2014-06-29T11:06:04Z,2014-06-29T11:06:16Z,David,Alarm Burglar,Alarms,1,12,684,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2022-11-19T09:42:53Z,2022,Nov,Sat,9,2022-11-19T09:48:50Z,2022-11-19T09:56:57Z,David,Trespass Urgent,Trespassing,2,538,413,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 1,2019-10-03T20:26:19Z,2019,Oct,Thu,20,2019-10-03T20:34:35Z,2019-10-03T21:21:38Z,David,Traffic Hazard,Traffic Stop/Hazard,2,5634,597,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2021-11-28T20:38:09Z,2021,Nov,Sun,20,2021-11-28T20:41:30Z,2021-11-28T23:59:39Z,Henry,Crash Service,Crashes,3,25664,231,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2024-06-04T16:56:10Z,2024,Jun,Tue,16,2024-06-04T16:58:50Z,2024-06-04T17:23:12Z,Charlie,Traffic Hazard Hs,Traffic Stop/Hazard,1,1462,173,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 0,2017-01-05T07:55:48Z,2017,Jan,Thu,7,2017-01-05T07:57:18Z,2017-01-05T09:02:41Z,Baker,Crash Hs,Crashes,7,20109,113,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2018-04-23T23:44:34Z,2018,Apr,Mon,23,2018-04-23T23:44:35Z,2018-04-24T00:02:39Z,Edward,Checking Area,Administrative,1,1084,1,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2024-05-24T17:19:08Z,2024,May,Fri,17,2024-05-24T17:20:42Z,2024-05-24T19:11:37Z,Adam,Suspicious Person,Suspicious Things,3,8956,158,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2021-05-09T13:43:07Z,2021,May,Sun,13,2021-05-09T13:47:22Z,2021-05-09T14:10:07Z,Edward,Checking Area,Administrative,2,2393,393,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2019-05-27T10:33:19Z,2019,May,Mon,10,2019-05-27T10:35:01Z,2019-05-27T11:02:06Z,Baker,Disturbance Other,Disturbance,3,2971,127,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2020-02-01T10:45:03Z,2020,Feb,Sat,10,2020-02-01T10:56:08Z,2020-02-01T11:35:09Z,Ida,Check Welfare Service,Welfare Check,2,4540,720,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2017-08-07T15:20:31Z,2017,Aug,Mon,15,2017-08-07T15:39:57Z,2017-08-07T15:44:16Z,Baker,Hang-Up Residence,Other,1,259,1179,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 3,2015-02-27T12:02:10Z,2015,Feb,Fri,12,2015-02-27T12:31:59Z,2015-02-27T12:39:34Z,Baker,Doc / C.o. Violation,Disorderly Conduct,1,455,1808,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2018-09-08T13:16:22Z,2018,Sep,Sat,13,2018-09-08T13:30:30Z,2018-09-08T13:37:08Z,Baker,Traffic Impediment,Traffic Stop/Hazard,1,398,896,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 3,2017-01-17T13:12:30Z,2017,Jan,Tue,13,2017-01-17T13:50:37Z,2017-01-17T13:59:20Z,Baker,Hang-Ups,Other,1,523,2318,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 1,2015-01-01T02:17:04Z,2015,Jan,Thu,2,2015-01-01T02:20:51Z,2015-01-01T06:17:03Z,David,Nature Unknown Urgent,Other,3,26873,267,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2017-11-16T15:41:11Z,2017,Nov,Thu,15,2017-11-16T15:57:00Z,2017-11-16T15:58:48Z,Ida,Call From Tcso - Non Emergenc,Assistance,1,108,1250,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2022-11-17T16:59:30Z,2022,Nov,Thu,16,2022-11-17T18:13:22Z,2022-11-17T19:14:45Z,Baker,Crash Service,Crashes,2,7337,4593,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 0,2014-06-27T11:38:44Z,2014,Jun,Fri,11,2014-06-27T11:46:53Z,2014-06-27T12:16:57Z,Edward,Disturbance Hs,Disturbance,3,2533,514,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2024-09-28T11:08:34Z,2024,Sep,Sat,11,2024-09-28T11:47:04Z,2024-09-28T12:13:16Z,Ida,On Site Incident,Other,1,1572,2315,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2020-06-22T10:41:32Z,2020,Jun,Mon,10,2020-06-22T10:45:23Z,2020-06-22T11:30:19Z,George,Alarm Burglar,Alarms,1,2696,262,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2018-08-29T17:41:16Z,2018,Aug,Wed,17,2018-08-29T18:00:18Z,2018-08-29T18:19:24Z,Edward,Crash Service,Crashes,1,1146,1184,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2020-05-23T01:24:13Z,2020,May,Sat,1,2020-05-23T01:36:41Z,2020-05-23T01:39:03Z,George,Suspicious Person,Suspicious Things,1,142,790,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2015-11-13T06:50:10Z,2015,Nov,Fri,6,2015-11-13T07:02:59Z,2015-11-13T07:07:11Z,Baker,Doc / C.o. Violation,Disorderly Conduct,1,252,788,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2023-01-29T14:59:55Z,2023,Jan,Sun,14,2023-01-29T15:57:06Z,2023-01-29T19:18:48Z,Baker,Crash Hs,Crashes,3,23686,3929,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 0,2015-07-13T03:24:45Z,2015,Jul,Mon,3,2015-07-13T03:31:20Z,2015-07-13T03:44:12Z,Frank,Prowler Hs,Suspicious Things,3,2204,421,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2017-08-22T01:03:51Z,2017,Aug,Tue,1,2017-08-22T01:11:57Z,2017-08-22T01:22:14Z,Edward,Hang-Up Residence,Other,1,617,498,0,0,0
Dispatched Incident,9,Mental Health Incident,Priority 1,2016-01-21T19:58:07Z,2016,Jan,Thu,19,2016-01-21T20:07:22Z,2016-01-21T21:11:44Z,Baker,Check Welfare Urgent,Welfare Check,2,5670,612,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 1,2021-07-31T13:09:39Z,2021,Jul,Sat,13,2021-07-31T15:24:52Z,2021-07-31T16:27:32Z,Henry,Disturbance Service,Disturbance,2,7095,8266,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2017-06-09T16:39:58Z,2017,Jun,Fri,16,2017-06-09T16:53:33Z,2017-06-09T17:59:10Z,David,Traffic Hazard,Traffic Stop/Hazard,1,3937,880,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2020-03-16T23:04:55Z,2020,Mar,Mon,23,2020-03-16T23:24:47Z,2020-03-16T23:30:32Z,Frank,Theft,Theft,2,440,1368,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 3,2017-12-28T12:44:59Z,2017,Dec,Thu,12,2017-12-28T12:45:00Z,2017-12-28T12:45:02Z,David,Checking Area,Administrative,1,2,1,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2021-07-10T21:05:36Z,2021,Jul,Sat,21,2021-07-10T21:09:23Z,2021-07-10T21:48:21Z,Edward,Shots Fired,Shoot/Stab,2,4626,253,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2021-04-25T03:10:34Z,2021,Apr,Sun,3,2021-04-25T04:21:28Z,2021-04-25T04:34:18Z,Edward,Suspicious Person,Suspicious Things,1,770,4329,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2018-03-18T11:11:57Z,2018,Mar,Sun,11,2018-03-18T11:11:58Z,2018-03-18T11:58:51Z,Frank,Special Assignment,Administrative,1,2813,1,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2014-12-24T18:24:59Z,2014,Dec,Wed,18,2014-12-24T18:58:27Z,2014-12-24T19:03:44Z,Frank,Doc / C.o. Violation,Disorderly Conduct,1,317,2082,0,0,0
Dispatched Incident,5,Mental Health Incident,Priority 2,2021-10-12T19:48:30Z,2021,Oct,Tue,19,2021-10-12T20:03:02Z,2021-10-12T20:16:18Z,Frank,Disturbance Other,Disturbance,2,773,894,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 1,2018-12-18T17:23:18Z,2018,Dec,Tue,17,2018-12-18T17:41:47Z,2018-12-18T17:48:20Z,David,Alarm Robbery,Alarms,2,724,1127,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 1,2018-10-28T03:13:03Z,2018,Oct,Sun,3,2018-10-28T03:28:38Z,2018-10-28T03:46:29Z,David,Kidnapping Abduction Hs,Missing Persons/Kidnapping,2,2079,1119,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2018-08-03T09:24:02Z,2018,Aug,Fri,9,2018-08-03T09:28:19Z,2018-08-03T09:45:33Z,George,Disturbance Other,Disturbance,1,1034,316,0,0,0
Dispatched Incident,1,Mental Health Incident,Priority 0,2020-05-26T01:05:36Z,2020,May,Tue,1,2020-05-26T01:16:48Z,2020-05-26T05:05:02Z,Edward,Shots Fired,Shoot/Stab,8,50073,713,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2015-07-04T09:21:22Z,2015,Jul,Sat,9,2015-07-04T09:25:03Z,2015-07-04T09:26:55Z,George,Suspicious Vehicle,Suspicious Things,2,157,360,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2021-03-11T16:22:34Z,2021,Mar,Thu,16,2021-03-11T16:25:21Z,2021-03-11T16:31:41Z,David,Traffic Hazard,Traffic Stop/Hazard,1,380,192,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2019-10-14T15:12:07Z,2019,Oct,Mon,15,2019-10-14T15:25:34Z,2019-10-14T15:37:59Z,Charlie,Suspicious Person,Suspicious Things,2,1464,1107,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2014-12-23T18:56:34Z,2014,Dec,Tue,18,2014-12-23T19:03:49Z,2014-12-23T20:13:11Z,Ida,Disturbance Other,Disturbance,2,7261,537,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2016-01-21T22:36:52Z,2016,Jan,Thu,22,2016-01-21T22:50:59Z,2016-01-21T23:12:44Z,Adam,Hang-Up Residence,Other,2,2588,863,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2017-06-06T12:52:54Z,2017,Jun,Tue,12,2017-06-06T12:52:54Z,2017-06-06T12:57:51Z,Charlie,Community Police,Administrative,1,297,0,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2016-08-22T10:30:26Z,2016,Aug,Mon,10,2016-08-22T11:10:19Z,2016-08-22T11:15:09Z,Ida,Alarm Burglar,Alarms,2,471,2401,0,0,0
Dispatched Incident,6,Mental Health Incident,Priority 1,2022-09-01T22:54:52Z,2022,Sep,Thu,22,2022-09-01T23:04:35Z,2022-09-01T23:17:03Z,Adam,Check Welfare Urgent,Welfare Check,1,748,685,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2018-12-06T10:17:51Z,2018,Dec,Thu,10,2018-12-06T10:45:03Z,2018-12-06T12:54:59Z,Edward,Auto Theft Service,Auto Theft,1,7796,1743,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 1,2017-09-14T19:44:00Z,2017,Sep,Thu,19,2017-09-14T19:45:32Z,2017-09-14T19:55:38Z,Ida,Shots Fired,Shoot/Stab,2,1037,140,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 1,2019-04-09T19:50:37Z,2019,Apr,Tue,19,2019-04-09T19:53:13Z,2019-04-09T21:44:02Z,Frank,Check Welfare Urgent,Welfare Check,2,6979,179,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2017-03-17T09:51:12Z,2017,Mar,Fri,9,2017-03-17T10:10:21Z,2017-03-17T10:10:37Z,Charlie,Doc / C.o. Violation,Disorderly Conduct,1,16,1156,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2019-07-26T18:25:40Z,2019,Jul,Fri,18,2019-07-26T18:32:38Z,2019-07-26T20:26:30Z,Edward,Check Welfare Urgent,Welfare Check,2,11454,472,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2017-12-11T00:38:31Z,2017,Dec,Mon,0,2017-12-11T00:38:32Z,2017-12-11T01:06:27Z,Edward,Traffic Stop,Traffic Stop/Hazard,1,1573,1,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2023-05-19T14:31:29Z,2023,May,Fri,14,2023-05-19T15:24:07Z,2023-05-19T15:39:24Z,Edward,Trespass Urgent,Trespassing,2,1173,3222,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2018-08-03T22:44:53Z,2018,Aug,Fri,22,2018-08-03T22:49:13Z,2018-08-03T22:51:50Z,Edward,Disturbance Other,Disturbance,2,290,312,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2021-06-11T10:31:49Z,2021,Jun,Fri,10,2021-06-11T10:41:46Z,2021-06-11T10:46:00Z,Baker,Trespass Urgent,Trespassing,2,496,630,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2021-10-30T20:32:12Z,2021,Oct,Sat,20,2021-10-30T21:03:42Z,2021-10-30T22:56:17Z,Charlie,Disturbance Other,Disturbance,1,6755,1930,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2024-06-22T03:06:34Z,2024,Jun,Sat,3,2024-06-22T03:21:11Z,2024-06-22T05:03:28Z,Ida,Check Welfare Service,Welfare Check,5,16084,544,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2023-07-31T22:56:47Z,2023,Jul,Mon,22,2023-08-01T00:05:59Z,2023-08-01T00:16:08Z,Ida,Alarm Burglar,Alarms,2,1207,4184,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2022-03-26T16:24:06Z,2022,Mar,Sat,16,2022-03-26T16:45:06Z,2022-03-26T17:12:55Z,Frank,Disturbance Other,Disturbance,1,1669,1348,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2016-12-02T00:30:43Z,2016,Dec,Fri,0,2016-12-02T00:36:38Z,2016-12-02T01:27:00Z,Henry,Suspicious Person,Suspicious Things,2,3757,413,0,0,0
Dispatched Incident,5,Mental Health Incident,Priority 1,2016-10-31T20:27:28Z,2016,Oct,Mon,20,2016-10-31T20:34:17Z,2016-10-31T21:44:37Z,David,Check Welfare Urgent,Welfare Check,2,5340,653,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2016-04-11T00:13:31Z,2016,Apr,Mon,0,2016-04-11T00:35:04Z,2016-04-11T00:54:16Z,Ida,Doc / C.o. Violation,Disorderly Conduct,1,1152,1331,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2015-12-04T23:55:36Z,2015,Dec,Fri,23,2015-12-04T23:57:09Z,2015-12-05T00:47:50Z,Henry,Disturbance Other,Disturbance,2,5411,203,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2017-10-25T19:59:08Z,2017,Oct,Wed,19,2017-10-25T20:44:25Z,2017-10-25T21:07:03Z,Adam,Information,Assistance,1,1358,2803,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2017-05-05T16:23:32Z,2017,May,Fri,16,2017-05-05T16:48:02Z,2017-05-05T17:02:28Z,Ida,Check Welfare Urgent,Welfare Check,1,866,1497,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 0,2015-08-07T00:14:25Z,2015,Aug,Fri,0,2015-08-07T00:18:14Z,2015-08-07T01:29:00Z,Ida,Disturbance Hs,Disturbance,3,8311,280,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 1,2015-07-07T13:15:38Z,2015,Jul,Tue,13,2015-07-07T13:28:09Z,2015-07-07T16:24:31Z,Frank,Disturbance Urgent,Disturbance,2,19315,787,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2023-12-04T11:57:05Z,2023,Dec,Mon,11,2023-12-04T12:02:47Z,2023-12-04T13:18:47Z,George,Auto Theft Service,Auto Theft,1,4560,556,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2017-08-07T17:34:58Z,2017,Aug,Mon,17,2017-08-07T17:51:11Z,2017-08-07T17:59:01Z,Edward,Doc / C.o. Violation,Disorderly Conduct,1,470,981,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2024-04-06T17:08:57Z,2024,Apr,Sat,17,2024-04-06T17:30:13Z,2024-04-06T23:52:57Z,Frank,Shots Fired,Shoot/Stab,3,40730,1297,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2020-04-20T20:11:43Z,2020,Apr,Mon,20,2020-04-20T20:33:36Z,2020-04-20T20:33:46Z,Henry,Covid-19 Face Mask Viol,Disorderly Conduct,1,10,1332,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 1,2019-04-21T09:15:52Z,2019,Apr,Sun,9,2019-04-21T09:21:01Z,2019-04-21T09:25:19Z,David,Nature Unknown Urgent,Other,2,279,384,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2017-07-06T01:46:02Z,2017,Jul,Thu,1,2017-07-06T02:07:31Z,2017-07-06T02:11:35Z,Edward,Missing Service,Missing Persons/Kidnapping,1,244,1383,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2018-08-28T12:53:04Z,2018,Aug,Tue,12,2018-08-28T13:34:58Z,2018-08-28T14:14:54Z,Charlie,Trespass Urgent,Trespassing,1,2396,2571,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2017-01-15T19:14:52Z,2017,Jan,Sun,19,2017-01-15T19:22:24Z,2017-01-15T19:39:39Z,Edward,Crash Urgent,Crashes,2,2053,514,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 3,2017-02-18T16:02:42Z,2017,Feb,Sat,16,2017-02-18T16:18:54Z,2017-02-18T16:37:09Z,David,Crash Service,Crashes,2,2162,1112,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2023-08-21T19:21:20Z,2023,Aug,Mon,19,2023-08-21T19:37:48Z,2023-08-21T20:06:33Z,Charlie,Traffic Hazard Hs,Traffic Stop/Hazard,1,1725,1068,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 1,2019-09-17T14:43:47Z,2019,Sep,Tue,14,2019-09-17T14:45:31Z,2019-09-17T14:55:23Z,Frank,Disturbance Urgent,Disturbance,2,913,127,0,0,0
